nombre,tipo,tipo_cat,lat,lon,rating,n_resenas,precio,direccion,densidad_500m,cluster_kmeans,cluster_dbscan,cluster_hdbscan,prob_hdbscan,umap_1,umap_2,tsne_1,tsne_2
Comedor Mercado Uruguay,Restaurante,restaurante,-16.496893,-68.1434821,3.6,91,Bs 20-40,"GV34+6JR, La Paz",20,2,-1,-1,0.0,0.41002008,6.712357,-0.7910963,-14.215672
Fidalga,Supermercado,mercado,-16.510462099999998,-68.12792879999999,3.8,1462,,"Sanchez Lima 2362, La Paz",108,1,-1,-1,0.0,1.3724226,1.5257524,-30.831156,16.334959
Salchirich,Barbería,bar,-16.500635799999998,-68.1315741,3.9,1334,,"Centro Comercial Camacho, Av. Camacho esquina, La Paz",52,2,-1,2,0.921861593871848,1.8262038,5.5907917,-1.3589755,-0.41266114
Mercado Popular Pura Pura,Tienda de alimentación,otro,-16.4877494,-68.1508047,4.1,36,,"GR6X+WM4, Jorge Cordova, La Paz",1,2,-1,-1,0.0,1.0510069,7.558959,3.1680708,-22.900442
Mercado 4 De Abril,Tienda de alimentación,otro,-16.5222309,-68.14580049999999,3.6,5,,"FVH3+4M4, La Paz",1,2,-1,-1,0.0,1.4671777,7.690543,11.01096,-21.024618
Pizza Nostra,Pizzería,otro,-16.5082242,-68.12588749999999,4.4,975,Bs 20-40,"Entre calle, Avenida Arce N°2342, Rosendo Gutierrez y, La Paz",106,1,-1,-1,0.0,-2.2378368,5.360015,-25.058058,-17.502142
Fellini Pizza y Gelato,Restaurante italiano,restaurante,-16.5425921,-68.0791062,4.5,1674,Bs 80-180,"Calle Rene, Gabriel René Moreno 1383, La Paz",79,3,-1,1,1.0,-0.78102607,17.48497,71.843666,5.866522
Mozzarella Pizza,Pizzería,otro,-16.4958633,-68.1397987,4.3,790,Bs 40-60,"Av. Illampu 757, La Paz",120,1,0,5,1.0,0.56858516,-1.9359941,-44.702442,11.9197235
Mozzarella Pizza,Pizzería,otro,-16.50951,-68.1237551,4.1,33,,"Las Torres Mall, Av. Arce, La Paz",79,0,-1,-1,0.0,0.28378418,1.5658462,-21.713526,-0.4660005
Tutto Pasta,Restaurante italiano,restaurante,-16.5435673,-68.0799026,4.1,162,Bs 60-160,"Gabriel René Moreno 1050, La Paz",76,3,-1,1,0.9343739426706478,-1.7103267,15.568559,58.76885,10.0052805
Pizzería Bella Ciao,Pizzería,otro,-16.4969619,-68.138959,4.9,659,Bs 60-80,"Melchor Jimenez 872, La Paz",126,1,-1,-1,0.0,7.0239673,-11.513786,-60.83338,3.3538616
La Torre de Pizza,Pizzería,otro,-16.5122207,-68.1292158,4.6,145,Bs 60-80,"Belisario Salinas 348, La Paz",91,1,-1,-1,0.0,0.42306066,2.3707635,-26.435839,3.9830728
Martinni Pizza - Pasta,Restaurante,restaurante,-16.4959073,-68.1400255,4.1,189,Bs 40-60,"Av. Illampu 734, La Paz",118,1,-1,5,0.5807636544654073,0.68343914,-0.56737155,-40.240395,-0.03681233
Cozzolisi,Restaurante,restaurante,-16.5433372,-68.0796197,4.4,119,,"Enrique Peñaranda, La Paz",77,3,-1,1,1.0,-3.9904134,11.804869,44.717335,1.3503342
PIZZA DE ALTURA,Pizzería,otro,-16.5383057,-68.0873297,5.0,13,Bs 20-60,"FW67+P37, Av. de la Fuerza Naval, La Paz",39,3,-1,-1,0.0,-3.8671958,10.392776,41.19545,-13.392158
Pizzería italy in Bolivia,Pizzería,otro,-16.4967595,-68.1395385,4.3,124,Bs 40-60,"Av. Illampu, La Paz",122,1,0,5,0.7033065791501888,0.4621791,-0.81910616,-40.341213,2.2126882
Circus Pizzeria,Pizzería,otro,-16.544988099999998,-68.0790344,4.5,96,Bs 20-100,"Jose Maria Zalles, La Paz",68,3,-1,1,1.0,-4.079451,11.738478,43.312733,0.52203804
Mr. Pizza,Pizzería,otro,-16.498828,-68.1209525,4.1,990,Bs 40-120,"Río Esmeralda, Av. Busch 1667, La Paz",29,2,-1,-1,0.0,1.4829621,4.949817,-3.1333072,11.710197
DT Brew House,Bar restaurante,restaurante,-16.4984823,-68.1369476,4.4,565,Bs 40-120,"Murillo 1014, La Paz",144,1,0,5,1.0,-3.184218,-9.060043,-56.436672,12.885075
Pizza Steve,Restaurante,restaurante,-16.5086876,-68.12715,4.1,77,Bs 40-100,"Rosendo Gutierrez, La Paz",110,1,-1,-1,0.0,0.44974148,1.5933343,-22.039,2.5384967
The Carrot Tree Centro,Restaurante,restaurante,-16.496185,-68.13886939999999,4.3,1541,Bs 40-60,"Inside galeria sumaya, Linares 809 esquina, La Paz",129,1,0,5,1.0,8.830332,-2.4239175,-44.042732,14.615494
Efímera,Pizzería,otro,-16.513424099999998,-68.12463149999999,4.6,496,Bs 60-80,La Paz,59,1,-1,-1,0.0,1.2012187,4.103906,-8.8237915,12.138533
Pizza Río San Miguel,Pizzería,otro,-16.5426562,-68.080545,4.1,288,Bs 20-80,"Calle Claudio Aliaga, Av. Montenegro y, La Paz",104,3,-1,1,0.9470771152404336,-3.9842463,12.582903,42.964127,12.716408
La Pizza Nostra,Pizzería,otro,-16.525544,-68.1089866,4.4,634,Bs 20-40,"Av Hernando Siles 5956, La Paz",5,2,-1,-1,0.0,0.07789875,6.2017455,15.502251,1.7760605
Mr. Pizza,Pizzería,otro,-16.5101504,-68.1263069,3.9,193,Bs 40-60,"FVQF+WFP, Av.20 de Octubre, La Paz",107,1,-1,6,0.906457727463913,0.8130362,1.4037219,-28.512484,9.831132
Restaurante Vegetariano Armonia,Restaurante vegetariano,restaurante,-16.510229799999998,-68.12946939999999,4.7,111,Bs 20-40,"Ecuador 2286, esquina, La Paz",101,1,-1,4,0.6928571737976024,-1.9383909,4.521788,-27.941511,-26.213726
Popular Cocina Boliviana,Restaurante,restaurante,-16.496019699999998,-68.1382794,4.6,1470,Bs 80-100,"Murillo 826, La Paz",128,1,-1,5,0.8416449468341985,-3.4923563,-9.438071,-61.304913,8.996125
The Lucky Llama Irish Bar,Pub irlandés,bar,-16.4962916,-68.13881909999999,4.5,326,Bs 40-80,"casi equina, galeria sumaya, Linares 809, La Paz",128,1,0,5,1.0,0.32263267,-2.1094,-47.652496,4.8475995
Pizza Río Miraflores,Pizzería,otro,-16.4975412,-68.120958,4.1,191,Bs 20-60,La Paz,24,2,-1,3,1.0,0.0035977652,6.0778217,-5.5963554,-12.542702
MEGA PIZZA JUANKY - CEJA EL ALTO,Restaurante,restaurante,-16.506364899999998,-68.1628952,4.6,21,Bs 20-40,"Dos, La Paz",1,0,-1,-1,0.0,-1.5986196,3.5598848,-9.328976,-33.656696
Demente,Pizzería,otro,-16.504045899999998,-68.13195089999999,4.8,150,Bs 40-60,"Cañada Strongest 1862, La Paz",44,0,-1,-1,0.0,-0.6302504,2.7505727,-26.307753,-5.5775986
PIZZA LA ROMA SOPOCACHI,Pizzería,otro,-16.513070499999998,-68.1263767,4.9,29,Bs 60-80,"C.mario pinilla, La Paz",88,0,-1,-1,0.0,-0.2732122,2.1702206,-28.344608,-0.42653656
Muela del Diablo Bar,Pizzería,otro,-16.5450487,-68.07915229999999,4.4,960,Bs 60-160,"Jose Maria Zalles, La Paz",66,3,-1,1,1.0,-0.90935403,17.290775,69.46942,5.2572155
Pomodoro Rosso Calle 10 de Calacoto,Pizzería,otro,-16.5410804,-68.0892901,4.4,94,Bs 40-60,"FW56+H78, C. 10, La Paz",27,3,-1,1,0.8355804225648029,-2.7698603,11.0935135,34.43088,1.0315943
Carbón & Sal,Restaurante argentino,restaurante,-16.5347784,-68.0724923,4.4,189,Bs 60-140,"Achumani, Av. Alexander Esq, C. 13 70, La Paz",23,3,-1,1,0.8980693367906962,-0.50946206,11.563192,64.08529,-5.167051
Da Gloria Pasta,Restaurante italiano,restaurante,-16.5437382,-68.0800552,4.8,25,Bs 80-100,"Gabriel René Moreno 1043, La Paz",76,3,-1,1,0.7214257901879603,-4.3138757,10.80828,46.720226,-7.8978653
METRO PIZZA,Pizzería,otro,-16.4950237,-68.12368099999999,5.0,2,,La Paz,19,0,-1,0,1.0,-1.5451508,1.972741,0.64876986,-36.50478
Pizza Nostra,Restaurante italiano,restaurante,-16.5425696,-68.08036419999999,4.6,329,Bs 20-60,"Calle Claudio Aliaga, Bloque J, #46, Gabriel René Moreno Esquina, La Paz",103,3,-1,1,0.9012439976674191,-4.5848684,12.175665,48.796104,5.671587
Pizza Steve - Achumani,Pizzería,otro,-16.528577,-68.07127,4.5,4,Bs 40-140,"FWCH+HF9, C. 22, La Paz",8,3,-1,-1,0.0,-3.412326,10.42664,36.11597,-10.778859
The English Pub,Bar restaurante,restaurante,-16.4987276,-68.13756579999999,4.3,848,Bs 40-140,"GV26+GX3, Linares, La Paz",141,1,0,5,0.8850516187523336,-3.0779164,-8.937497,-58.809937,14.793633
Cafe Vida Vegan & Healthy Restaurant La Paz,Restaurante vegano,restaurante,-16.4987778,-68.1374321,4.8,360,Bs 20-40,"el que baja al Teleférico Morado, Pasaje Juan XXIII, detrás de la calle Tarija.187, a la vuelta del English Pub, Juan XXIII, La Paz",141,1,-1,4,1.0,13.174728,3.3548458,-35.04985,-28.87142
Kisu,Pizzería,otro,-16.5438613,-68.0808876,4.6,15,Bs 60-80,"0000, La Paz",85,3,-1,1,0.9894538197062318,-4.217777,10.7279825,44.431553,-7.1751204
Don Carleone,Restaurante italiano,restaurante,-16.4977432,-68.12095959999999,4.2,390,Bs 20-40,"GV2H+WJ3, La Paz",24,2,-1,3,1.0,-0.32530004,6.0748024,-9.844894,-11.842645
Bolivian Green Kitchen,Restaurante de cocina sudamericana,restaurante,-16.4975243,-68.13866349999999,4.4,540,Bs 20-100,"Hotel Sagarnaga, C. Sagarnaga 326, La Paz",125,1,0,5,1.0,0.40790877,-2.0523305,-48.888878,8.621643
Lobos Pizzería,Pizzería,otro,-16.4885177,-68.140098,4.4,246,Bs 40-60,"Av. Perú, La Paz",5,2,-1,-1,0.0,0.819597,5.514327,0.91716605,9.62236
Il Falco,Restaurante italiano,restaurante,-16.508532199999998,-68.1290729,4.3,797,Bs 60-80,"Guachalla 452, La Paz",100,1,1,6,1.0,1.8946176,2.837569,-19.385237,18.931929
Pizza Time,Pizzería,otro,-16.496954499999998,-68.1279287,4.7,33,Bs 20-40,"Ave Tejada Sorzano Entre sucre, La Paz",17,0,-1,-1,0.0,-1.6547922,3.6356323,-11.386202,-33.158096
La Choperia Antique - Pub,Pizzería,otro,-16.4975853,-68.1382874,4.5,54,Bs 40-100,"Museo de la Coca, Linares 906, La Paz",126,1,-1,-1,0.0,0.12403785,-0.32962954,-36.087093,2.0113242
MEGA PIZZA JUANKY - CEJA EL ALTO,Restaurante,restaurante,-16.506364899999998,-68.1628952,4.6,21,Bs 20-40,"Dos, La Paz",1,0,-1,-1,0.0,-1.5734622,3.5568526,-9.328976,-33.656696
METRO PIZZA,Pizzería,otro,-16.4950237,-68.12368099999999,5.0,2,,La Paz,19,0,-1,0,1.0,-1.5511495,1.9068408,-0.17892666,-38.02155
Chessy pizza,Pizzería,otro,-16.5268861,-68.0880973,4.8,19,,"Av. Ovando Candia 450, La Paz",2,3,-1,-1,0.0,-3.589206,10.2736025,37.812176,-12.696221
Kisu,Pizzería,otro,-16.5438613,-68.0808876,4.6,15,Bs 60-80,"0000, La Paz",85,3,-1,1,0.9894538197062318,-4.253526,10.839725,44.431553,-7.1751204
Carbón & Sal,Restaurante argentino,restaurante,-16.5347784,-68.0724923,4.4,189,Bs 60-140,"Achumani, Av. Alexander Esq, C. 13 70, La Paz",23,3,-1,1,0.8980693367906962,-0.53447723,11.519203,64.742485,-6.256085
Pizzería Torino,Restaurante italiano,restaurante,-16.4963175,-68.1344782,3.9,242,Bs 20-40,"GV38+F6C, La Paz",140,1,-1,-1,0.0,0.8373873,0.25861174,-38.04742,-11.549342
GALAXY PIZZA,Pizzería,otro,-16.5048843,-68.1209619,4.1,123,Bs 20-40,"Avenida Saavedra 2118, La Paz",10,2,-1,-1,0.0,-0.10649385,6.2997594,-5.915774,-14.388046
Eli's Pizza,Pizzería,otro,-16.5009808,-68.1329085,3.8,903,Bs 40-60,"Av. 16 de Julio No. 1497, La Paz",51,2,-1,-1,0.0,1.8302001,5.7889843,-2.2826736,-2.719406
The English Pub,Bar restaurante,restaurante,-16.4987276,-68.13756579999999,4.3,848,Bs 40-140,"GV26+GX3, Linares, La Paz",141,1,0,5,0.8850516187523336,-3.081096,-8.940451,-57.153164,15.321326
El Bosque Boulevard,Zona de restauración,otro,-16.5408413,-68.08386519999999,4.6,1709,Bs 40-140,"Calle 15, Av. Sanchez Bustamante y, La Paz",81,3,-1,1,1.0,-0.7933826,17.512476,70.44563,9.68188
Da Gloria Pasta,Restaurante italiano,restaurante,-16.5437382,-68.0800552,4.8,25,Bs 80-100,"Gabriel René Moreno 1043, La Paz",76,3,-1,1,0.7214257901879603,-4.3359647,10.742963,46.720226,-7.8978653
Mr. Pizza,Pizzería,otro,-16.4981997,-68.1332833,3.9,390,Bs 20-40,"Mercado 1307, La Paz",90,1,-1,-1,0.0,-0.7862909,5.1292996,-19.016806,-18.886753
Rosmarino,Restaurante italiano,restaurante,-16.5403989,-68.084662,4.2,110,Bs 80-140,"Calacoto Av Sánchez Bustamante entre calles 14 y, 15 892, La Paz",66,3,-1,1,0.8938914622447147,-1.5995578,15.601071,58.221146,8.035337
Mr Pizza,Pizzería,otro,-16.5287917,-68.071151,4.0,416,Bs 40-60,"Calle 22 entre García Lanza y, José Manuel Chinchilla, La Paz",8,3,-1,-1,0.0,-1.3852608,10.179414,26.512005,6.889721
Ali Pacha,Restaurante vegetariano,restaurante,-16.4975331,-68.1331288,4.3,822,Más de Bs 200,"C. Colon 1306, La Paz",86,1,-1,-1,0.0,17.216148,5.2661524,-10.272413,34.09045
Mr. Pizza,Pizzería,otro,-16.5421393,-68.080889,3.9,863,Bs 40-120,"E-2, Av. Montenegro, La Paz",109,3,-1,-1,0.0,-3.9922292,13.1002865,50.484177,15.601729
Propiedad Pública,Restaurante,restaurante,-16.543456499999998,-68.07960729999999,4.4,372,Bs 60-120,"Enrique Peñaranda, La Paz",77,3,-1,1,1.0,-1.2793823,16.527313,64.895134,5.7151437
The Lucky Llama Irish Bar,Pub irlandés,bar,-16.4962916,-68.13881909999999,4.5,326,Bs 40-80,"casi equina, galeria sumaya, Linares 809, La Paz",128,1,0,5,1.0,0.31181824,-2.1124182,-49.435745,2.9093099
The English Pub,Bar restaurante,restaurante,-16.4987276,-68.13756579999999,4.3,848,Bs 40-140,"GV26+GX3, Linares, La Paz",141,1,0,5,0.8850516187523336,-3.0733094,-8.930301,-57.153164,15.321326
Moe's Bar LPZ,Bar,bar,-16.5413292,-68.0829054,4.1,350,Bs 40-60,"Avenida Julio Calle Pantino 944, La Paz",98,3,-1,1,0.9966427873248882,-3.9099042,12.540058,42.61681,11.529408
The Witches Pub,Pub restaurante,restaurante,-16.497203199999998,-68.1384595,4.4,248,Bs 40-60,"0000, Linares 888, La Paz",125,1,0,5,1.0,0.4878531,-1.0752335,-44.665302,4.6684194
The English Lion's,Pub,bar,-16.4968987,-68.1374853,4.1,378,Bs 40-120,"Sagarnaga, La Paz",135,1,-1,5,0.6391585782431083,0.64068407,-0.034014292,-44.17875,-4.5824013
DT Brew House,Bar restaurante,restaurante,-16.4984823,-68.1369476,4.4,565,Bs 40-120,"Murillo 1014, La Paz",144,1,0,5,1.0,-3.1831663,-9.0609045,-56.436672,12.885075
Malegría Bar&Discoteca,Bar,bar,-16.509153899999998,-68.12820289999999,4.0,1819,Bs 40-140,"Pje. Medinacelli 2282, La Paz",112,1,-1,-1,0.0,3.807364,2.5563383,-20.16812,27.572926
Cielo Bar,Bar,bar,-16.5383532,-68.08190119999999,4.3,92,Bs 60-160,"Av. de la Fuerza Naval 1063, La Paz",71,3,-1,1,0.8236168150128609,-1.545915,15.684952,58.67962,6.6993785
Hb Bronze Coffeebar,Bar,bar,-16.498013,-68.13051999999999,4.6,1368,Bs 40-120,"Plaza Tomas Frias 1570, La Paz",45,1,-1,-1,0.0,1.3613826,4.486975,-5.965304,14.970165
ALIVE ROCKERS MUSIC BAR,Bar con música en directo,bar,-16.5430191,-68.0779045,4.1,587,Bs 60-140,"Av. Montenegro 893, La Paz",77,3,-1,1,0.956763767419948,-1.7870793,15.620531,61.407017,13.6822405
La Costilla de Adan,Bar,bar,-16.5174232,-68.1291154,4.5,214,Bs 20-100,"M. #2974, Prol. Armaza, La Paz",10,0,-1,-1,0.0,0.6970084,5.6175156,6.164329,9.510262
Beer Station,Bar restaurante,restaurante,-16.5119685,-68.1262455,4.5,856,$$,"Sanchez Lima 2512, La Paz",104,1,-1,-1,0.0,1.3807248,2.7257218,-22.014437,12.084657
Ciclik,Bar,bar,-16.509007699999998,-68.1274857,4.0,587,Bs 20-80,"Sopocachi, Rosendo Gutierrez, Esq #393, La Paz",111,1,-1,6,0.9421362048428747,1.2176058,1.4429587,-27.797379,14.585551
LaTrovería,Bar con música en directo,bar,-16.4979986,-68.1379883,3.9,89,Bs 60-80,"Linares 958, La Paz",125,1,-1,-1,0.0,0.5397071,0.4853515,-37.929653,-3.094531
Cholahuasi,Bar,bar,-16.5017356,-68.1350965,4.4,107,Bs 60-160,"FVX7+8X2, C. Colombia, La Paz",64,1,-1,-1,0.0,5.092746,1.7263961,-6.3074393,23.7814
Diesel Nacional Pub,Bar restaurante,restaurante,-16.5088446,-68.1276724,4.3,1132,$$,"Av.20 de Octubre #2271, La Paz",113,1,-1,6,0.8845976422038669,1.5792037,2.6281316,-23.287125,14.80797
Achachila Lounge Bar,Bar,bar,-16.511172,-68.1288869,4.3,61,Bs 20-120,"Pasaje Waldo Ballivian, La Paz",105,1,-1,-1,0.0,0.351017,1.7734213,-23.629929,2.442428
YATI Restaurant café bar,Restaurante,restaurante,-16.49852,-68.1371576,4.6,727,Bs 40-80,"+591, La Paz",143,1,-1,5,0.8607371914267333,7.2779756,-11.766796,-54.95701,4.0535536
WU BAR,Pub restaurante,restaurante,-16.5446919,-68.0913899,4.3,43,Bs 80-140,"Centro Empresarial La Florida, Shopping Sur, Av. Arequipa, La Paz",12,3,-1,-1,0.0,-0.5737055,11.474071,59.456963,-7.5999975
Café Restaurante Banais,Restaurante,restaurante,-16.4967917,-68.1372583,4.5,853,Bs 40-120,"Sagarnaga 161, La Paz",141,1,0,5,1.0,-3.4704027,-9.41203,-58.084908,10.613593
Beef & Beer,Restaurante,restaurante,-16.5098019,-68.12566509999999,4.3,672,Bs 60-80,"Av.6 de Agosto 2460, La Paz",103,1,1,6,1.0,1.8875375,2.8358874,-17.801859,18.902582
Le Club,Bar restaurante,restaurante,-16.523489899999998,-68.1209217,4.3,134,,"Av. Mario Mercado 808, La Paz",0,2,-1,-1,0.0,0.6227695,6.0041065,9.874467,8.738409
Matheus Pub,Bar,bar,-16.5070251,-68.1299465,4.3,182,Bs 20-100,"edificio Atahualpa #2072, Av.20 de Octubre y, La Paz",76,1,-1,-1,0.0,0.7165368,2.374447,-22.560942,6.4333067
Backstage Bar & Karaoke,Karaoke,otro,-16.5416897,-68.08087929999999,4.2,445,Bs 40-160,Av Montenegro E7 Edificio Aracely PB,111,3,-1,1,0.8786437492039947,-1.873999,16.027063,64.68451,13.972097
WU BAR,Pub restaurante,restaurante,-16.5446919,-68.0913899,4.3,43,Bs 80-140,"Centro Empresarial La Florida, Shopping Sur, Av. Arequipa, La Paz",12,3,-1,-1,0.0,-0.54095966,11.508587,59.385616,-6.5867352
Punku Bar,Bar,bar,-16.5391551,-68.0898651,4.9,27,Bs 40-120,"C. 10 de Calacoto esquina, La Paz",15,3,-1,-1,0.0,-3.6828384,10.312381,39.109898,-12.197115
Mato's,Bar,bar,-16.5095177,-68.1286662,4.0,474,Bs 60-120,"Sanchez Lima 2237, La Paz",107,1,-1,-1,0.0,3.8846395,2.5317683,-19.667475,24.60566
La Luna Espacio Cultural,Centro cultural,otro,-16.4995994,-68.1360916,4.0,194,$$,"Murillo 1138, La Paz",149,1,-1,-1,0.0,0.85173035,0.12924941,-39.92105,-5.080959
El Bosque Boulevard,Zona de restauración,otro,-16.5408413,-68.08386519999999,4.6,1709,Bs 40-140,"Calle 15, Av. Sanchez Bustamante y, La Paz",81,3,-1,1,1.0,-0.79051757,17.523329,72.299736,8.737309
Rock City Bar,Pub,bar,-16.4944623,-68.1322295,4.0,48,Bs 60-80,La Paz,27,2,-1,-1,0.0,1.2520707,7.0138135,3.9932585,-17.70006
Catch Your Breath Coffee BAR,Restaurante,restaurante,-16.4975891,-68.1385414,4.5,89,Bs 40-60,"Sagarnaga 327, La Paz",125,1,-1,-1,0.0,0.34809616,-0.75416726,-38.71914,3.321238
Radio-Bar,Bar,bar,-16.492716899999998,-68.1361878,4.7,38,,"Calle Jaén &, Indaburo, La Paz",47,0,-1,-1,0.0,-0.9505532,2.4817297,-4.960811,-31.340843
Calderas Pub-Club,Pub,bar,-16.4920148,-68.137497,4.2,237,Bs 80-100,"Calderas Pub, Calle Pisagua 653, La Paz",35,2,-1,-1,0.0,1.2012478,5.272127,1.2163366,14.306416
Pueblo Viejo,Pub restaurante,restaurante,-16.5094294,-68.1264205,4.1,512,Bs 40-60,"Belisario Salinas 380, La Paz",110,1,-1,6,1.0,1.2046928,1.535397,-25.923847,13.512319
La Birrería Pub,Pub restaurante,restaurante,-16.4954061,-68.12697539999999,4.6,29,,"C. Modesta Sanjines N° 1373, La Paz",13,0,-1,0,0.8879267185608368,-1.0800928,2.4633596,-2.853097,-31.075174
Hard Rock Cafe La Paz,Restaurante,restaurante,-16.5406881,-68.0838614,4.2,529,,"Calle 15 entre Sánchez Bustamante y, Julio Patiño 8052, La Paz",78,3,-1,1,1.0,-3.8191006,12.463076,43.624413,9.8556385
Green Bar,Pub,bar,-16.511713999999998,-68.1286755,3.8,143,Bs 20-120,"Belisario Salinas, La Paz",103,1,-1,-1,0.0,0.7447715,1.3573885,-19.286615,4.2373857
La Catrina,Pub restaurante,restaurante,-16.5376267,-68.0818172,4.5,349,Bs 60-140,"Calle 1 de achumani, La Paz",59,3,-1,1,1.0,-1.2478552,16.549059,66.303604,1.8261423
OPEN MIND CLUB,Bar gay,bar,-16.4977223,-68.1364018,3.9,319,$$,"Calle Cochabamba #100 entre Av. Mcal Santa Cruz y Calle Murillo, ( Discoteca Seven ) subsuelo Chifa Jacky Chan, La Paz",144,1,-1,-1,0.0,0.9576043,0.24311697,-39.525585,-6.408997
The Dubliner,Pub irlandés,bar,-16.5329542,-68.08685059999999,4.0,951,Bs 40-140,"Av. Rafael Pabón, La Paz",5,3,-1,-1,0.0,-1.0941515,10.148805,23.76883,11.32209
Equinoccio,Bar con música en directo,bar,-16.5085297,-68.1297443,4.3,862,$$,"Sanchez Lima 2191, La Paz",96,1,1,6,1.0,1.4663166,2.818584,-21.635315,14.546472
The Carrot Tree Centro,Restaurante,restaurante,-16.496185,-68.13886939999999,4.3,1541,Bs 40-60,"Inside galeria sumaya, Linares 809 esquina, La Paz",129,1,0,5,1.0,8.735714,-2.4858162,-44.310448,17.621962
La Choperia Antique - Pub,Bar,bar,-16.4975853,-68.1382874,4.5,54,Bs 40-100,"Museo de la Coca, Linares 906, La Paz",126,1,-1,-1,0.0,0.13058187,-0.36052018,-36.087093,2.0113242
BierHaus Prost,Restaurante,restaurante,-16.5405822,-68.0845854,4.0,52,Bs 60-120,"El Bosque Boulevard, entre y, La Paz",69,3,-1,-1,0.0,-1.6261815,15.503641,56.442184,9.379444
La t,Pub,bar,-16.4975721,-68.1382935,4.5,26,,"+591, Linares 906, La Paz",126,1,-1,-1,0.0,0.08625499,-0.3194178,-34.292904,1.8779958
El Bestiario,Café teatro,otro,-16.5076798,-68.12990669999999,4.5,238,Bs 20-100,"Aspiazu 426, La Paz",87,1,-1,-1,0.0,0.60982525,2.484687,-24.169584,6.84529
Muu resto bar,Restaurante,restaurante,-16.541272499999998,-68.07928869999999,4.7,35,Bs 80-100,"Gabriel René Moreno 1320, La Paz",100,3,-1,1,0.7459898495969528,-4.327542,10.834162,47.72737,-6.4661036
MORA Bar&Disco,Bar,bar,-16.5089404,-68.1283679,4.1,48,Bs 20-100,"Pje. Medinacelli 2234, La Paz",109,1,-1,-1,0.0,0.28070566,1.4975617,-22.103424,1.295028
Centro Cultural Thelonious,Club de jazz,otro,-16.5153856,-68.1196369,4.4,230,Bs 40-120,"San Jorge, Av del Libertador #2998, La Paz",2,2,-1,-1,0.0,0.7267156,5.66877,7.9010525,9.489908
Café del Mundo,Restaurante,restaurante,-16.4974839,-68.13865609999999,4.3,2178,Bs 40-60,"Sagarnaga 324, La Paz",125,1,0,5,1.0,8.767971,-2.4482124,-41.184643,15.8368
Café con Pan,Cafetería,cafe,-16.4959676,-68.1383165,4.5,208,Bs 20-40,"Murillo 826, La Paz",128,1,-1,4,0.765052827255745,12.981142,3.5728536,-32.75433,-26.634579
Roots,Bar,bar,-16.4926703,-68.1370869,4.1,642,Bs 80-200,"Ingavi 681, La Paz",46,1,-1,-1,0.0,1.3468107,4.8022346,-1.9818928,18.356802
Altura Resto Bar,Restaurante,restaurante,-16.4974488,-68.1275179,4.1,98,Bs 40-160,"GV3C+2XH, casimiro corrales, La Paz",17,2,-1,-1,0.0,1.252237,6.015656,2.9055536,14.014636
Hard Rock Cafe La Paz,Restaurante,restaurante,-16.5406881,-68.0838614,4.2,529,,"Calle 15 entre Sánchez Bustamante y, Julio Patiño 8052, La Paz",78,3,-1,1,1.0,-3.889243,12.542215,43.624413,9.8556385
Karaoke,Cafetería,cafe,-16.493740799999998,-68.1400803,4.0,51,,"GV45+GX3, La Paz",84,1,-1,-1,0.0,0.3710906,1.3949695,-19.27328,0.37368587
Ajayu Pub,Bar gay,bar,-16.4957673,-68.1320425,3.7,55,,"Zona Central, C. Colon 610-668, La Paz",33,2,-1,2,1.0,1.2830666,7.151694,7.087174,-15.733988
New Pa'Goza,Discoteca,otro,-16.507908399999998,-68.1267283,3.3,472,$$,"FVRF+R8J, Rosendo Gutierrez, La Paz",110,2,-1,-1,0.0,1.0711647,0.78824764,-33.67717,-7.308338
Restaurante Cafeteria Sabor Urbano,Restaurante,restaurante,-16.4975816,-68.1385245,4.8,141,Bs 20-40,"Sagarnaga 319, La Paz",125,1,-1,4,1.0,13.073394,3.420838,-30.384745,-29.756212
Colonial Cafe - Pub,Bar,bar,-16.4959776,-68.13890529999999,3.9,15,,"GV36+JC5, Santa Cruz, La Paz",128,1,-1,-1,0.0,0.24773113,1.2118931,-18.480556,-2.2314513
Muela del Diablo Bar,Bar restaurante,restaurante,-16.5450487,-68.07915229999999,4.4,960,Bs 60-160,"Jose Maria Zalles, La Paz",66,3,-1,1,1.0,-0.98230255,17.193583,69.1434,6.5953526
Gelateria Gigibontá,Heladería,heladeria,-16.542418899999998,-68.0800986,4.5,161,$$,"Claudio Aliaga 1202, La Paz",103,3,-1,1,1.0,-4.478731,12.029598,47.2344,4.095323
Brosso,Heladería,heladeria,-16.5008654,-68.133005,3.9,5967,$$,"Av. 16 de Julio No.1473, La Paz",56,2,-1,-1,0.0,1.8569738,5.572837,-3.122181,1.2888131
Helados Splendid,Heladería,heladeria,-16.5031547,-68.1355428,4.5,267,$,"Zona San Pedro Calle, Nicolás Acosta N°420, La Paz",27,0,-1,-1,0.0,-1.2507893,5.7500663,-10.491529,-20.335447
La Crèmerie,Heladería,heladeria,-16.5435043,-68.0785677,4.6,200,,"N-28, Jose Maria Zalles, La Paz",74,3,-1,1,1.0,-4.207121,12.039298,44.705345,3.8885853
Heladería La Paletta,Heladería,heladeria,-16.5095325,-68.1289544,4.6,20,,"0000, La Paz",107,0,-1,-1,0.0,-0.1404935,1.9003264,-30.639484,0.49290833
